Date,Open,Low,Close,Adj Close,Volume,High,,,,,,,,,,,,,,,,,
41892,98.010002,97.760002,101,95.196259,100869600,101.110001,,,,388,92.84542972,-0.555428722,,,,,,,,,,,
41893,100.410004,99.620003,101.43,95.601555,62353100,101.440002,,,,389,92.64917229,-0.349169285,,,,,,,,,,,
41894,101.209999,101.080002,101.660004,95.818336,62626100,102.190002,,,,390,92.23591933,0.314083666,,,,,,,,,,,
41897,102.809998,101.440002,101.629997,95.790039,61316500,103.050003,,,,391,91.60279804,0.017204958,,,,,,,,,,,
41898,99.800003,98.889999,100.860001,95.064293,66908100,101.260002,,,,392,90.96091319,0.779084814,,,,,,,,,,,
41899,101.269997,100.589996,101.580002,95.74292,60926500,101.800003,,,,393,90.84249996,-0.142502958,,,,,,,,,,,
41900,101.93,101.559998,101.790001,95.940865,37299400,102.349998,,,,394,91.25050165,-0.200498654,,,,,,,,,,,
41901,102.290001,100.5,100.959999,95.158546,70902400,102.349998,,,,395,92.1539279,-0.153927899,,,,,,,,,,,
41904,101.800003,100.580002,101.059998,95.252808,52788400,102.139999,,,,396,93.11170733,0.618295667,,,,,,,,,,,
41905,100.599998,100.540001,102.639999,96.741997,63402200,102.940002,,,,397,94.02171513,0.048284873,,,,,,,,,,,
41906,102.160004,101.199997,101.75,95.90316,60171800,102.849998,,,,398,94.17751312,-0.11751512,,,,,,,,,,,
41907,100.510002,97.720001,97.870003,92.246124,100092000,100.709999,,,,399,94.36489807,-0.264900072,,,,,,,,,,,
41908,98.529999,98.400002,100.75,94.960625,62370500,100.75,,,,400,95.9272781,0.062719899,,,,,,,,,,,
41911,98.650002,98.629997,100.110001,94.357391,49766300,100.440002,,,,401,96.98806363,-0.188060627,,,,,,,,,,,
41912,100.809998,100.529999,100.75,94.960625,55264100,101.540001,,,,402,96.01562502,-0.065628016,,,,,,,,,,,
41913,100.589996,98.699997,99.18,93.480827,51491300,100.690002,,,,403,95.12971542,0.420287579,,,,,,,,,,,
41914,99.269997,98.040001,99.900002,94.159462,47757800,100.220001,,,,404,95.7965091,0.0934899,,,,,,,,,,,
41915,99.440002,99.040001,99.620003,93.895561,43469600,100.209999,,,,405,96.76816293,0.121836067,,,,,,,,,,,
41918,99.949997,99.419998,99.620003,93.895561,37051200,100.650002,,,,406,96.81396853,0.036029466,,,,,,,,,,,
41919,99.43,98.730003,98.75,93.075546,42094200,100.120003,,,,407,96.69236188,0.407636123,,,,,,,,,,,
41920,98.760002,98.309998,100.800003,95.007736,57404700,101.110001,,,,408,95.02033241,0.259666587,,,,,,,,,,,
41921,101.540001,100.610001,101.019997,95.215088,77376500,102.379997,,,,409,94.85076149,-0.11076349,,,,,,,,,,,
41922,100.690002,100.300003,100.730003,94.941765,66331600,102.029999,,,,410,95.08909318,-0.089093183,,,,,,,,,,,
41925,101.330002,99.809998,99.809998,94.074638,53583400,101.779999,,,,411,95.39519707,-0.505198069,,,,,,,,,,,
41926,100.389999,98.57,98.75,93.075546,63688600,100.519997,,,,412,97.47624275,0.403754252,,,,,,,,,,,
41927,97.970001,95.18,97.540001,91.935074,100933600,99.150002,,,,413,97.70115075,-0.381150749,,,,,,,,,,,
41928,95.550003,95.410004,96.260002,90.728638,72154500,97.720001,,,,414,97.93990695,-0.099910947,,,,,,,,,,,
41929,97.5,96.809998,97.669998,92.057602,68179700,99,,,,415,99.27761634,-0.037618341,,,,,,,,,,,
41932,98.32,98.220001,99.760002,94.027512,77517300,99.959999,,,,416,99.4918498,-0.051847797,,,,,,,,,,,
41933,103.019997,101.269997,102.470001,96.581772,94623900,103.019997,,,,417,98.89440546,-0.194408459,,,,,,,,,,,
41934,102.839996,102.599998,102.989998,97.071907,68263100,104.110001,,,,418,97.22199851,0.227998494,,,,,,,,,,,
41935,104.080002,103.629997,104.830002,98.806183,71074700,105.050003,,,,419,96.26090797,0.35909503,,,,,,,,,,,
41936,105.18,104.529999,105.220001,99.173744,47053900,105.489998,,,,420,96.66105094,-0.081048937,,,,,,,,,,,
41939,104.849998,104.699997,105.110001,99.070076,34187700,105.480003,,,,421,96.05150757,-0.371507569,,,,,,,,,,,
41940,105.400002,105.349998,106.739998,100.606407,48060900,106.739998,,,,422,95.31891912,0.161083879,,,,,,,,,,,
41941,106.650002,106.360001,107.339996,101.171928,52687900,107.370003,,,,423,95.30285861,0.647138387,,,,,,,,,,,
41942,106.959999,105.900002,106.980003,100.832634,40654800,107.349998,,,,424,95.30818404,-0.48818404,,,,,,,,,,,
41943,108.010002,107.209999,108,101.794014,44639300,108.040001,,,,425,96.27304951,-0.193047513,,,,,,,,,,,
41946,108.220001,108.010002,109.400002,103.113564,52282600,110.300003,,,,426,96.47540104,0.404595962,,,,,,,,,,,
41947,109.360001,107.720001,108.599998,102.359535,41574400,109.489998,,,,427,97.28141684,-0.041418837,,,,,,,,,,,
41948,109.099998,108.129997,108.860001,102.604599,37435900,109.300003,,,,428,97.94451954,-0.374519542,,,,,,,,,,,
41949,108.599998,107.800003,108.699997,102.898048,34968500,108.790001,,,,429,98.75618877,-0.56618677,,,,,,,,,,,
41950,108.75,108.550003,109.010002,103.191498,33691500,109.32,,,,430,99.5752444,-0.2052414,,,,,,,,,,,
41953,109.019997,108.669998,108.830002,103.021111,27195500,109.330002,,,,431,100.8018691,-0.121869054,,,,,,,,,,,
41954,108.699997,108.400002,109.699997,103.844666,27442300,109.75,,,,432,101.1812842,-0.091288167,,,,,,,,,,,
41955,109.379997,109.370003,111.25,105.311935,46942400,111.43,,,,433,101.1038419,-0.163839887,,,,,,,,,,,
41956,111.800003,111.599998,112.82,106.798149,59522900,113.449997,,,,434,101.4798622,-0.009861242,,,,,,,,,,,
41957,113.150002,111.209999,114.18,108.085564,44063600,114.190002,,,,435,102.2088442,-0.03884623,,,,,,,,,,,
41960,114.269997,113.300003,113.989998,107.905685,46746700,117.279999,,,,436,101.6155358,-0.115535818,,,,,,,,,,,
41961,113.940002,113.889999,115.470001,109.306686,44224000,115.690002,,,,437,102.3997203,0.170279685,,,,,,,,,,,
41962,115.440002,113.800003,114.669998,108.549408,41869200,115.739998,,,,438,102.6516838,0.128315177,,,,,,,,,,,
41963,114.910004,114.849998,116.309998,110.10186,43395500,116.860001,,,,439,103.2887355,-0.388733478,,,,,,,,,,,
41964,117.510002,116.029999,116.470001,110.253319,57179300,117.57,,,,440,103.8578961,-0.117898073,,,,,,,,,,,
41967,116.849998,116.620003,118.629997,112.298027,47450800,118.769997,,,,441,102.67972,0.52027701,,,,,,,,,,,
41968,119.07,117.449997,117.599998,111.322998,68840400,119.75,,,,442,99.38369716,0.706298841,,,,,,,,,,,
41969,117.940002,117.830002,119,112.648285,40768300,119.099998,,,,443,99.60813449,-0.218135486,,,,,,,,,,,
41971,119.269997,118.050003,118.93,112.582008,24814400,119.400002,,,,444,99.52417278,-0.214174783,,,,,,,,,,,
41974,118.809998,111.269997,115.07,108.928024,83814000,119.25,,,,445,100.6373679,2.44263414,,,,,,,,,,,
41975,113.5,112.75,114.629997,108.511536,59348900,115.75,,,,446,100.9722392,0.137761778,,,,,,,,,,,
41976,115.75,115.110001,115.93,109.742149,43063400,116.349998,,,,447,101.9584504,-0.518448405,,,,,,,,,,,
41977,115.769997,115.290001,115.489998,109.32563,42044500,117.199997,,,,448,102.1347179,0.055284095,,,,,,,,,,,
41978,115.989998,114.639999,115,108.861786,38318900,116.080002,,,,449,103.0217001,0.028302887,,,,,,,,,,,
41981,114.099998,111.620003,112.400002,106.400558,57664900,114.650002,,,,450,101.4462183,-0.186216329,,,,,,,,,,,
41982,110.190002,109.349998,114.120003,108.028755,60208000,114.300003,,,,451,102.2818405,-0.481837518,,,,,,,,,,,
41983,114.410004,111.540001,111.949997,105.974571,44565300,114.849998,,,,452,102.3815553,-0.03155728,,,,,,,,,,,
41984,112.260002,111.339996,111.620003,105.662201,41401700,113.800003,,,,453,102.5994416,-0.249443626,,,,,,,,,,,
41985,110.459999,109.580002,109.730003,103.873077,56028100,111.870003,,,,454,102.2190981,-0.079099096,,,,,,,,,,,
41988,110.699997,106.349998,108.230003,102.45314,67218100,111.599998,,,,455,102.6307344,0.309267598,,,,,,,,,,,
41989,106.370003,106.260002,106.75,101.052124,60790700,110.160004,,,,456,102.7687481,0.081249884,,,,,,,,,,,
41990,107.120003,106.82,109.410004,103.570152,53411800,109.839996,,,,457,100.412802,0.297196978,,,,,,,,,,,
41991,111.870003,110.660004,112.650002,106.637215,59006200,112.650002,,,,458,100.6965055,0.053494521,,,,,,,,,,,
41992,112.260002,111.660004,111.779999,105.813644,88429800,113.239998,,,,459,100.171524,0.268477971,,,,,,,,,,,
41995,112.160004,111.970001,112.940002,106.911728,45167500,113.489998,,,,460,101.3972653,0.142735675,,,,,,,,,,,
41996,113.230003,112.459999,112.540001,106.533096,26028400,113.330002,,,,461,100.7633083,-0.073306267,,,,,,,,,,,
41997,112.580002,112.010002,112.010002,106.03138,14479600,112.709999,,,,462,100.6217257,-0.401724732,,,,,,,,,,,
41999,112.099998,112.010002,113.989998,107.905685,33721000,114.519997,,,,463,100.1627565,0.047242502,,,,,,,,,,,
42002,113.790001,113.699997,113.910004,107.829964,27598900,114.769997,,,,464,100.326172,0.323830041,,,,,,,,,,,
42003,113.639999,112.110001,112.519997,106.514137,29881500,113.919998,,,,465,99.64662013,0.473382868,,,,,,,,,,,
42004,112.82,110.209999,110.379997,104.488365,41403400,113.129997,,,,466,100.8931605,0.216840516,,,,,,,,,,,
42006,111.389999,107.349998,109.330002,103.494423,53204600,111.440002,,,,467,102.1724338,0.20756323,,,,,,,,,,,
42009,108.290001,105.410004,106.25,100.578819,64285500,108.650002,,,,468,101.4595863,0.57041275,,,,,,,,,,,
42010,106.540001,104.629997,106.260002,100.588287,65797100,107.43,,,,469,101.3242619,0.455737119,,,,,,,,,,,
42011,107.199997,106.699997,107.75,101.998764,40105900,108.199997,,,,470,100.4595228,0.060474157,,,,,,,,,,,
42012,109.230003,108.699997,111.889999,105.91777,59364500,112.150002,,,,471,99.43694289,-0.286940894,,,,,,,,,,,
42013,112.669998,110.209999,112.010002,106.03138,53699500,113.25,,,,472,96.71503075,1.004970246,,,,,,,,,,,
42016,112.599998,108.800003,109.25,103.418694,49650800,112.629997,,,,473,98.4642562,0.535743798,,,,,,,,,,,
42017,111.43,108.910004,110.220001,104.336922,67091900,112.800003,,,,474,100.0362661,-0.076267081,,,,,,,,,,,
42018,109.040001,108.5,109.800003,103.939339,48337000,110.489998,,,,475,104.0374716,-1.017474606,,,,,,,,,,,
42019,110,106.660004,106.82,101.118393,60014000,110.059998,,,,476,103.6689864,0.441014631,,,,,,,,,,,
42020,107.029999,105.199997,105.989998,100.332695,78513300,107.580002,,,,477,105.4291162,-0.379113244,,,,,,,,,,,
42024,107.839996,106.5,108.720001,102.916985,49899900,108.970001,,,,478,105.9631426,-0.473144556,,,,,,,,,,,
42025,108.949997,108.269997,109.550003,103.70269,48575900,111.059998,,,,479,105.5386322,-0.058629213,,,,,,,,,,,
42026,110.260002,109.720001,112.400002,106.400558,53796400,112.470001,,,,480,106.9007916,-0.160793606,,,,,,,,,,,
42027,112.300003,111.529999,112.980003,106.949615,46464800,113.75,,,,481,107.8119039,-0.441900948,,,,,,,,,,,
42030,113.739998,112.800003,113.099998,107.063194,55615000,114.360001,,,,482,107.8488648,-0.49886683,,,,,,,,,,,
42031,112.419998,109.029999,109.139999,103.31456,95568700,112.480003,,,,483,108.8178783,-0.777877282,,,,,,,,,,,
42032,117.629997,115.309998,115.309998,109.155235,146477100,118.120003,,,,484,109.7100193,0.589983661,,,,,,,,,,,
42033,116.32,115.559998,118.900002,112.553627,84436400,119.190002,,,,485,109.9245802,-0.434582189,,,,,,,,,,,
42034,118.400002,116.849998,117.160004,110.906487,83745500,120,,,,486,109.7727444,-0.472741416,,,,,,,,,,,
42037,118.050003,116.080002,118.629997,112.298027,62739100,119.169998,,,,487,109.3801822,-0.590181188,,,,,,,,,,,
42038,118.5,117.610001,118.650002,112.316956,51915700,119.089996,,,,488,109.4283218,-0.108321764,,,,,,,,,,,
42039,118.5,118.309998,119.559998,113.178398,70149700,120.510002,,,,489,109.3992087,-0.069206685,,,,,,,,,,,
42040,120.019997,119.25,119.940002,113.986198,42246200,120.230003,,,,490,109.899902,-0.149901972,,,,,,,,,,,
42041,120.019997,118.449997,118.93,113.026321,43706600,120.25,,,,491,111.2114916,0.21850838,,,,,,,,,,,
42044,118.550003,118.43,119.720001,113.777115,38889800,119.839996,,,,492,113.1874562,0.262540804,,,,,,,,,,,
42045,120.169998,120.160004,122.019997,115.962944,62008500,122.150002,,,,493,115.0652555,-0.875253467,,,,,,,,,,,
42046,122.769997,122.5,124.879997,118.680969,73561800,124.919998,,,,494,114.9506222,2.32937678,,,,,,,,,,,
42047,126.059998,125.57,126.459999,120.182549,74474500,127.480003,,,,495,115.5587768,0.131225203,,,,,,,,,,,
42048,127.279999,125.650002,127.080002,120.771774,54272200,127.279999,,,,496,115.987478,-0.247479979,,,,,,,,,,,
42052,127.489998,126.919998,127.830002,121.484528,63152400,128.880005,,,,497,116.4425968,0.417404173,,,,,,,,,,,
42053,127.629997,127.449997,128.720001,122.330368,44891700,128.779999,,,,498,117.9152133,-0.34521331,,,,,,,,,,,
42054,128.479996,128.330002,128.449997,122.073753,37362400,129.029999,,,,499,118.7466441,0.023352877,,,,,,,,,,,
42055,128.619995,128.050003,129.5,123.071655,48948400,129.5,,,,500,119.3020335,0.44796645,,,,,,,,,,,
42058,130.020004,129.660004,133,126.397896,70974100,133,,,,501,119.2559762,-0.155978212,,,,,,,,,,,
42059,132.940002,131.169998,132.169998,125.609108,69228100,133.600006,,,,502,119.9004437,-0.500441701,,,,,,,,,,,
42060,131.559998,128.149994,128.789993,122.396896,74711700,131.600006,,,,503,119.5947433,-0.34474331,,,,,,,,,,,
42061,128.789993,126.610001,130.419998,123.945969,91287500,130.869995,,,,504,115.180179,0.569821027,,,,,,,,,,,
42062,130,128.240005,128.460007,122.083282,62014800,130.570007,,,,505,116.639257,-0.289259031,,,,,,,,,,,
42065,129.25,128.300003,129.089996,122.681992,48096700,130.279999,,,,506,116.2748671,0.925129859,,,,,,,,,,,
42066,128.960007,128.089996,129.360001,122.938591,37816300,129.520004,,,,507,116.277477,-0.197474967,,,,,,,,,,,
42067,129.100006,128.320007,128.539993,122.159286,31666300,129.559998,,,,508,114.388231,0.261770987,,,,,,,,,,,
42068,128.580002,125.760002,126.410004,120.13504,56517100,128.75,,,,509,113.8658436,0.434159368,,,,,,,,,,,
42069,128.399994,126.260002,126.599998,120.31559,72842100,129.369995,,,,510,114.2245177,0.625480339,,,,,,,,,,,
42072,127.959999,125.059998,127.139999,120.828789,88528500,129.570007,,,,511,112.6485317,1.151471332,,,,,,,,,,,
42073,126.410004,123.800003,124.510002,118.329346,68856600,127.220001,,,,512,110.8496836,1.020319363,,,,,,,,,,,
42074,124.75,122.110001,122.239998,116.172012,68939000,124.769997,,,,513,111.1414395,0.458558501,,,,,,,,,,,
42075,122.309998,121.629997,124.449997,118.272308,48362700,124.900002,,,,514,107.2837677,2.876236326,,,,,,,,,,,
42076,124.400002,122.580002,123.589996,117.455009,51827300,125.400002,,,,515,109.4047989,0.435197126,,,,,,,,,,,
42079,123.879997,122.870003,124.949997,118.747498,35874300,124.949997,,,,516,113.4671129,-0.817110858,,,,,,,,,,,
42080,125.900002,125.650002,127.040001,120.733749,51023100,127.32,,,,517,112.9360293,0.303968684,,,,,,,,,,,
42081,127,126.370003,128.470001,122.092766,65270900,129.160004,,,,518,113.3254342,0.164563798,,,,,,,,,,,
42082,128.75,127.400002,127.5,121.170929,45809500,129.25,,,,519,113.4553325,-0.125330477,,,,,,,,,,,
42083,128.25,125.160004,125.900002,119.650352,68695100,128.399994,,,,520,112.749207,-0.039208014,,,,,,,,,,,
42086,127.120003,126.519997,127.209999,120.895317,37709700,127.849998,,,,521,113.9469666,0.573030396,,,,,,,,,,,
42087,127.230003,126.559998,126.690002,120.401131,32842300,128.039993,,,,522,114.3664176,0.403579353,,,,,,,,,,,
42088,126.540001,123.379997,123.379997,117.255447,51655200,126.82,,,,523,113.8579062,0.062091752,,,,,,,,,,,
42089,122.760002,122.599998,124.239998,118.072762,47572900,124.879997,,,,524,112.5493836,0.580613361,,,,,,,,,,,
42090,124.57,122.910004,123.25,117.131897,39546200,124.699997,,,,525,111.9481496,-0.508147577,,,,,,,,,,,
42093,124.050003,124,126.370003,120.097023,47099700,126.400002,,,,526,108.5114324,0.138569591,,,,,,,,,,,
42094,126.089996,124.360001,124.43,118.253304,42090600,126.489998,,,,527,107.6636279,-0.233627889,,,,,,,,,,,
42095,124.82,123.099998,124.25,118.082253,40621400,125.120003,,,,528,108.269428,-0.069431014,,,,,,,,,,,
42096,125.029999,124.190002,125.32,119.099136,32220100,125.559998,,,,529,111.9203648,0.229637159,,,,,,,,,,,
42100,124.470001,124.330002,127.349998,121.028358,37194000,127.510002,,,,530,113.6798403,-0.429840263,,,,,,,,,,,
42101,127.639999,125.980003,126.010002,119.754898,35012300,128.119995,,,,531,112.1607713,0.469225667,,,,,,,,,,,
42102,125.849998,124.970001,125.599998,119.365242,37329200,126.400002,,,,532,112.1502097,0.649793349,,,,,,,,,,,
42103,125.849998,124.660004,126.559998,120.27758,32484000,126.580002,,,,533,110.335546,0.154452031,,,,,,,,,,,
42104,125.949997,125.260002,127.099998,120.790779,40188000,127.209999,,,,534,109.5712074,0.488790624,,,,,,,,,,,
42107,128.369995,126.610001,126.849998,120.553192,36365100,128.570007,,,,535,107.6776839,-0.097681939,,,,,,,,,,,
42108,127,125.910004,126.300003,120.030495,25524600,127.290001,,,,536,109.506263,-0.536262026,,,,,,,,,,,
42109,126.410004,126.010002,126.779999,120.486656,28970400,127.129997,,,,537,110.1886078,0.871390222,,,,,,,,,,,
42110,126.279999,126.110001,126.169998,119.906937,28369000,127.099998,,,,538,112.5722856,-0.102284648,,,,,,,,,,,
42111,125.550003,124.459999,124.75,118.557426,51957000,126.139999,,,,539,113.6327085,0.117291506,,,,,,,,,,,
42114,125.57,125.169998,127.599998,121.265953,47054300,128.119995,,,,540,114.2672671,0.092733898,,,,,,,,,,,
42115,128.100006,126.669998,126.910004,120.610222,32435100,128.199997,,,,541,112.1721907,0.307812254,,,,,,,,,,,
42116,126.989998,126.32,128.619995,122.235329,37654500,128.869995,,,,542,118.0159432,0.10405981,,,,,,,,,,,
42117,128.300003,128.139999,129.669998,123.2332,45770900,130.419998,,,,543,119.2376746,-0.047672641,,,,,,,,,,,
42118,130.490005,129.229996,130.279999,123.812904,44525900,130.630005,,,,544,118.9116237,1.088376273,,,,,,,,,,,
42121,132.309998,131.149994,132.649994,126.065269,96954200,133.130005,,,,545,119.8643752,-0.69437723,,,,,,,,,,,
42122,134.460007,129.570007,130.559998,124.079025,118924000,134.539993,,,,546,119.5753922,-0.485396185,,,,,,,,,,,
42123,130.160004,128.300003,128.639999,122.254333,63386100,131.589996,,,,547,120.081603,0.428399049,,,,,,,,,,,
42124,128.639999,124.580002,125.150002,118.937569,83195400,128.639999,,,,548,120.7872537,-0.557250726,,,,,,,,,,,
42125,126.099998,125.300003,128.949997,122.548935,58512600,130.130005,,,,549,120.3645548,-0.114554831,,,,,,,,,,,
42128,129.5,128.259995,128.699997,122.311356,50988300,130.570007,,,,550,119.9470158,-0.107019802,,,,,,,,,,,
42129,128.149994,125.779999,125.800003,119.555305,49271400,128.449997,,,,551,122.1527057,-0.002703681,,,,,,,,,,,
42130,126.559998,123.360001,125.010002,118.80452,72141000,126.75,,,,552,125.1075781,-0.187580106,,,,,,,,,,,
42131,124.769997,124.019997,125.260002,119.53936,43940900,126.080002,,,,553,127.2932669,0.186736148,,,,,,,,,,,
42132,126.68,126.110001,127.620003,121.791595,55550400,127.620003,,,,554,128.374173,-1.09417398,,,,,,,,,,,
42135,127.389999,125.629997,126.32,120.550941,42035800,127.559998,,,,555,128.6527031,0.227301946,,,,,,,,,,,
42136,125.599998,124.82,125.870003,120.121506,48160000,126.879997,,,,556,129.0776905,-0.297691521,,,,,,,,,,,
42137,126.150002,125.870003,126.010002,120.255112,34694200,127.190002,,,,557,129.0898077,-0.059808716,,,,,,,,,,,
42138,127.410004,127.160004,128.949997,123.060837,45203500,128.949997,,,,558,130.08601,-0.586009953,,,,,,,,,,,
42139,129.070007,128.210007,128.770004,122.889061,38208000,129.490005,,,,559,133.0297468,-0.029746824,,,,,,,,,,,
42142,128.380005,128.360001,130.190002,124.244225,50882900,130.720001,,,,560,133.806889,-0.206882984,,,,,,,,,,,
42143,130.690002,129.639999,130.070007,124.129684,44633200,130.880005,,,,561,131.617314,-0.017308002,,,,,,,,,,,
42144,130,129.339996,130.059998,124.12014,36454900,130.979996,,,,562,131.6002983,-0.730303265,,,,,,,,,,,
42145,130.070007,129.830002,131.389999,125.389404,39730400,131.630005,,,,563,130.2678831,0.302123873,,,,,,,,,,,
42146,131.600006,131.399994,132.539993,126.48687,45596000,132.970001,,,,564,130.1232652,0.156733815,,,,,,,,,,,
42150,132.600006,129.119995,129.619995,123.700233,70697600,132.910004,,,,565,130.1377461,-0.617742057,,,,,,,,,,,
42151,130.339996,130.050003,132.039993,126.00972,45833200,132.259995,,,,566,129.5363731,0.023624908,,,,,,,,,,,
42152,131.860001,131.100006,131.779999,125.761581,30733300,131.949997,,,,567,128.7391028,0.010897161,,,,,,,,,,,
42153,131.229996,129.899994,130.279999,124.330093,50884500,131.449997,,,,568,128.6799089,0.690086114,,,,,,,,,,,
42156,130.279999,130.050003,130.539993,124.578217,32112800,131.389999,,,,569,129.2868491,0.283157904,,,,,,,,,,,
42157,129.860001,129.320007,129.960007,124.024727,33667600,130.660004,,,,570,126.7533749,0.466626111,,,,,,,,,,,
42158,130.660004,129.899994,130.119995,124.177399,30889400,130.940002,,,,571,124.6683824,0.101614557,,,,,,,,,,,
42159,129.580002,128.910004,129.360001,123.452118,38450100,130.580002,,,,572,124.684456,0.215545955,,,,,,,,,,,
42160,129.5,128.360001,128.649994,122.774544,35626800,129.690002,,,,573,125.1273805,0.272621454,,,,,,,,,,,
42163,128.899994,126.830002,127.800003,121.963356,52674800,129.210007,,,,574,125.5533781,-0.603381092,,,,,,,,,,,
42164,126.699997,125.620003,127.419998,121.600708,56075400,128.080002,,,,575,127.4587861,-0.138786104,,,,,,,,,,,
42165,127.919998,127.849998,128.880005,122.994041,39087300,129.339996,,,,576,129.0135317,0.146472279,,,,,,,,,,,
42166,129.179993,128.479996,128.589996,122.717262,35390900,130.179993,,,,577,128.9945262,0.255473832,,,,,,,,,,,
42167,128.190002,127.110001,127.169998,121.362137,36886200,128.330002,,,,578,128.4600642,-0.060070198,,,,,,,,,,,
42170,126.099998,125.709999,126.919998,121.12355,43988900,127.239998,,,,579,127.9939125,-0.143914459,,,,,,,,,,,
42171,127.029999,126.370003,127.599998,121.772491,31494100,127.849998,,,,580,127.6576935,0.382299503,,,,,,,,,,,
42172,127.720001,126.739998,127.300003,121.486191,32918100,127.879997,,,,581,126.0998965,0.720103455,,,,,,,,,,,
42173,127.230003,127.220001,127.879997,122.039688,35407200,128.309998,,,,582,124.4991374,0.380859585,,,,,,,,,,,
42174,127.709999,126.400002,126.599998,120.818161,54716900,127.82,,,,583,124.8231164,-0.123119441,,,,,,,,,,,
42177,127.489998,127.080002,127.610001,121.782036,34039300,128.059998,,,,584,126.3483328,0.051669236,,,,,,,,,,,
42178,127.480003,126.879997,127.029999,121.228523,30268900,127.610001,,,,585,126.1540544,0.335943627,,,,,,,,,,,
42179,127.209999,127.120003,128.110001,122.259201,55280900,129.800003,,,,586,125.6332682,-0.513265228,,,,,,,,,,,
42180,128.860001,127.5,127.5,121.677055,31938100,129.199997,,,,587,126.0941879,-0.534189882,,,,,,,,,,,
42181,127.669998,126.510002,126.75,120.961311,44066800,127.989998,,,,588,127.1426252,0.367376849,,,,,,,,,,,
42184,125.459999,124.480003,124.529999,118.84269,49161400,126.470001,,,,589,127.6721341,0.447860885,,,,,,,,,,,
42185,125.57,124.860001,125.43,119.701591,44370700,126.120003,,,,590,126.5877169,-0.187714873,,,,,,,,,,,
42186,126.900002,125.989998,126.599998,120.818161,30238800,126.940002,,,,591,127.3426439,-0.76264194,,,,,,,,,,,
42187,126.43,125.769997,126.440002,120.665459,27211000,126.690002,,,,592,127.6253711,-0.415372078,,,,,,,,,,,
42191,124.940002,124.849998,126,120.245567,28060400,126.230003,,,,593,128.5308849,0.039122064,,,,,,,,,,,
42192,125.889999,123.769997,125.690002,119.949722,46946800,126.150002,,,,594,127.4347571,-0.144756074,,,,,,,,,,,
42193,124.480003,122.540001,122.57,116.972214,60761600,124.639999,,,,595,127.3759635,-0.24596654,,,,,,,,,,,
42194,123.849998,119.220001,120.07,114.586388,77821600,124.059998,,,,596,126.8251634,0.274834564,,,,,,,,,,,
42195,121.940002,121.209999,123.279999,117.649788,61354500,123.849998,,,,597,126.0671439,0.072855117,,,,,,,,,,,
42198,125.029999,124.32,125.660004,119.921097,41440500,125.760002,,,,598,127.8110506,0.308944412,,,,,,,,,,,
42199,126.040001,125.040001,125.610001,119.873367,31768100,126.370003,,,,599,128.360589,-0.160592039,,,,,,,,,,,
42200,125.720001,125.580002,126.82,121.028114,33649200,127.150002,,,,600,128.9961833,-0.126188348,,,,,,,,,,,
42201,127.739998,127.349998,128.509995,122.640938,36222400,128.570007,,,,601,130.0013209,0.418677083,,,,,,,,,,,
42202,129.080002,128.309998,129.619995,123.700233,46164700,129.619995,,,,602,131.4662772,-0.836272216,,,,,,,,,,,
42205,130.970001,130.699997,132.070007,126.038368,58900200,132.970001,,,,603,133.9607009,-0.830695928,,,,,,,,,,,
42206,132.850006,130.320007,130.75,124.778625,76756400,132.919998,,,,604,134.5667144,-0.02672136,,,,,,,,,,,
42207,121.989998,121.989998,125.220001,119.501183,115450600,125.5,,,,605,130.5383071,1.051688912,,,,,,,,,,,
42208,126.199997,125.059998,125.160004,119.443916,50999500,127.089996,,,,606,128.5088443,0.131154734,,,,,,,,,,,
42209,125.32,123.900002,124.5,118.814072,42162300,125.739998,,,,607,129.1367269,0.993278123,,,,,,,,,,,
42212,123.089996,122.120003,122.769997,117.163071,44455500,123.610001,,,,608,130.0967733,0.473233727,,,,,,,,,,,
42213,123.379997,122.550003,123.379997,117.745224,33618100,123.910004,,,,609,128.0338084,0.416188622,,,,,,,,,,,
42214,123.150002,122.269997,122.989998,117.373024,37011700,123.5,,,,610,127.4240048,-0.674004809,,,,,,,,,,,
42215,122.32,121.709999,122.370003,116.781349,33628300,122.57,,,,611,125.9791746,0.100827369,,,,,,,,,,,
42216,122.599998,120.910004,121.300003,115.760208,42885000,122.639999,,,,612,128.2206494,-0.6006464,,,,,,,,,,,
42219,121.5,117.519997,118.440002,113.030823,69976000,122.57,,,,613,127.8570749,-0.297076918,,,,,,,,,,,
42220,117.419998,113.25,114.639999,109.404373,124138600,117.699997,,,,614,126.6978547,0.182142323,,,,,,,,,,,
42221,112.949997,112.099998,115.400002,110.129669,99312600,117.440002,,,,615,126.7092021,0.480799922,,,,,,,,,,,
42222,115.970001,114.120003,115.129997,110.369324,52903000,116.5,,,,616,129.2078916,-0.257894558,,,,,,,,,,,
42223,114.580002,114.5,115.519997,110.74321,38670400,116.25,,,,617,129.7531811,-0.263176098,,,,,,,,,,,
42226,116.529999,116.529999,119.720001,114.769531,54951600,119.989998,,,,618,130.3289447,0.391056305,,,,,,,,,,,
42227,117.809998,113.330002,113.489998,108.797134,97082800,118.18,,,,619,131.2627453,-0.382740319,,,,,,,,,,,
42228,112.529999,109.629997,115.239998,110.474777,101217500,115.419998,,,,620,130.8644664,0.115529632,,,,,,,,,,,
